"ENAUT_Id","ENAUT_Entscheidung","ENAUT_Autor"
2011,1591,20
2012,1591,91
2013,1603,89
2014,1603,24
2015,1604,89
2016,1604,24
2017,1605,89
2018,1605,24
2019,1606,89
2020,1606,24
2021,1607,89
2022,1607,24
2023,1608,89
2024,1608,24
2025,1609,25
2026,1610,25
2027,1611,25
2028,1612,25
2029,1613,25
2030,1614,25
2031,1615,25
2032,1616,25
2033,1617,25
2034,1618,26
2035,1619,26
2036,1620,26
2037,1621,26
2038,1622,26
2039,1623,83
2040,1623,84
2041,1624,83
2042,1624,84
2043,1625,83
2044,1625,84
2045,1626,28
2046,1627,28
2047,1628,28
2048,1629,29
2049,1630,29
2050,1631,29
2051,1632,29
2052,1633,29
2053,1634,29
2054,1635,29
2055,1636,30
2056,1636,33
2057,1637,30
2058,1637,33
2059,1638,30
2060,1638,33
2061,1639,30
2062,1639,33
2063,1640,34
2064,1641,34
2065,1642,34
2066,1643,34
2067,1645,38
2068,1646,38
2069,1647,38
2070,1648,38
2071,1649,38
2072,1650,7
2073,1651,7
2074,1652,7
2075,1653,7
2076,1655,16
2077,1656,16
2078,1657,16
2079,1658,16
2080,1659,16
2081,1660,16
2082,1661,16
2083,1662,16
2084,1663,16
2085,1664,16
2086,1665,16
2087,1666,16
2088,1667,16
2089,1668,16
2090,1669,16
2091,1670,17
2092,1671,17
2093,1672,17
2094,1673,17
2095,1674,17
2096,1675,85
2097,1675,86
2098,1675,88
2099,1676,85
2100,1676,86
2101,1676,88
2102,1677,85
2103,1677,86
2104,1677,88
2105,1678,85
2106,1678,86
2107,1678,88
2108,1679,85
2109,1679,86
2110,1679,88
2111,1680,85
2112,1680,86
2113,1680,88
2114,1681,85
2115,1681,86
2116,1681,88
2117,1682,85
2118,1682,86
2119,1682,88
2120,1683,85
2121,1683,86
2122,1683,88
2123,1684,85
2124,1684,86
2125,1684,88
2126,1685,85
2127,1685,86
2128,1685,88
2129,1686,38
2130,1687,7
2131,1688,15
2132,1689,15
2133,1690,15
2134,1691,15
2135,1692,15
2136,1693,15
2137,1694,15
2138,1695,15
2139,1696,19
2140,1697,19
2141,1698,19
2142,1699,19
2143,1701,1
2144,1708,2
2145,1708,2
2146,1707,1
2147,1706,1
2148,1705,1
2149,1704,1
2150,1703,1
2151,1702,1
2152,1701,1
2153,1709,2
2154,1710,2
2155,1711,2
2156,1712,2
2157,1713,2
2158,1714,2
2159,1715,2
2160,1716,2
2161,1717,2
2162,1718,2
2163,1719,2
2164,1720,2
2165,1721,2
2166,1722,87
2167,1723,87
2168,1724,87
2169,1725,87
2170,1726,87
2171,1727,87
2172,1728,87
2173,1729,87
2174,1730,87
2175,1731,87
2176,1732,87
2177,1733,87
2178,1734,87
2179,1735,87
2180,1736,87
2181,1737,87
2182,1738,87
2183,1739,87
2184,1740,87
2185,1741,87
2186,1742,87
2187,1743,87
2188,1744,87
2189,1745,4
2190,1746,4
2191,1747,87
2192,1747,4
2193,1748,4
2194,1749,4
2195,1750,4
2196,1751,4
2197,1752,4
2198,1753,6
2199,1754,6
2200,1755,6
2201,1756,7
2202,1757,7
2203,1758,7
2204,1759,7
2205,1760,7
2206,1761,7
2207,1762,8
2208,1762,75
2209,1763,8
2210,1763,75
2211,1764,8
2212,1764,75
2213,1765,8
2214,1765,75
2215,1766,8
2216,1766,75
2217,1767,10
2218,1768,10
2219,1769,10
2220,1770,11
2221,1771,11
2222,1772,11
2223,1773,11
2224,1774,11
2225,1775,11
2226,1776,11
2227,1777,11
2228,1778,14
2229,1778,90
2230,1779,90
2231,1779,14
2232,1780,14
2233,1780,90
2234,1781,14
2235,1781,90
2236,1782,14
2237,1782,90
2238,1783,14
2239,1783,90
2240,1784,14
2241,1784,90
2242,1785,14
2243,1785,90
2244,1786,14
2245,1786,90
2246,1787,14
2247,1787,90
2248,1788,14
2249,1788,90
2250,1789,14
2251,1789,90
2252,1790,15
2253,1791,15
2254,1792,15
2255,1793,15
2256,1794,15
2257,1795,15
2258,1796,15
2259,1797,15
2260,1798,15
2261,1799,16
2262,1800,16
2263,1801,16
2264,1802,16
2265,1803,16
2266,1804,16
2267,1805,16
2268,1806,16
2269,1807,16
2270,1808,17
2271,1809,17
2272,1810,17
2273,1811,17
2274,1812,17
2275,1813,18
2276,1814,18
2277,1815,18
2278,1816,18
2279,1817,18
2280,1818,18
2281,1819,19
2282,1820,19
2283,1821,19
2284,1822,20
2285,1822,91
2286,1823,20
2287,1823,91
2288,1824,20
2289,1824,91
2290,1825,85
2291,1825,86
2292,1825,88
2293,1826,85
2294,1826,86
2295,1826,88
2296,1827,85
2297,1827,86
2298,1827,88
2299,1828,85
2300,1828,86
2301,1828,88
2302,1829,85
2303,1829,86
2304,1829,88
2305,1830,85
2306,1830,86
2307,1830,88
2308,1831,85
2309,1831,86
2310,1831,88
2311,1832,85
2312,1832,86
2313,1832,88
2314,1833,85
2315,1833,86
2316,1833,88
2317,1834,85
2318,1834,86
2319,1834,88
2320,1835,85
2321,1835,86
2322,1835,88
2323,1836,85
2324,1836,86
2325,1836,88
2326,1837,85
2327,1837,86
2328,1837,88
2329,1838,51
2330,1839,51
2331,1840,51
2332,1841,51
2333,1843,51
2334,1844,51
2335,1845,51
2336,1846,51
2337,1847,51
2338,1848,51
2339,1849,51
2340,1850,51
2341,1851,24
2342,1851,89
2343,1852,24
2344,1852,89
2345,1853,24
2346,1853,89
2347,1854,25
2348,1855,25
2349,1856,25
2350,1857,25
2351,1858,25
2352,1859,25
2353,1861,25
2354,1862,25
2355,1863,26
2356,1864,26
2357,1866,26
2358,1867,26
2359,1868,26
2360,1869,83
2361,1869,84
2362,1870,83
2363,1870,84
2364,1871,28
2365,1872,28
2366,1886,30
2367,1887,30
2368,1888,30
2369,1889,34
2370,1890,34
2371,1891,34
2372,1892,34
2373,1893,38
2374,1896,38
2375,1897,39
2376,1898,39
2377,1899,39
2378,1900,39
2379,1901,39
2380,1902,39
2381,2101,1
2382,2102,1
2383,2101,1
2384,2103,1
2385,2104,1
2386,2104,1
2387,2107,2
2388,2107,2
2389,2108,2
2390,2108,2
2391,2109,2
2392,2110,2
2393,2111,2
2394,2112,2
2395,2113,2
2396,2114,2
2397,2115,2
2398,2116,87
2399,2117,87
2400,2118,87
2401,2119,87
2402,2120,87
2403,2120,87
2404,2121,87
2405,2122,87
2406,2123,87
2407,2124,87
2408,2125,87
2409,2126,87
2410,2127,87
2411,2128,87
2412,2129,87
2413,2130,87
2414,2131,87
2415,2132,87
2416,2133,4
2417,2134,4
2418,2135,4
2419,2136,4
2420,2137,4
2421,2138,4
2422,2139,4
2423,2140,4
2424,2141,4
2425,2142,4
2426,2144,4
2427,2145,4
2428,2146,4
2429,2148,6
2430,2149,6
2431,2150,7
2432,2151,7
2433,2152,7
2434,2153,7
2435,2154,8
2436,2154,8
2437,2155,8
2438,2155,75
2439,2156,8
2440,2156,75
2441,2157,8
2442,2157,75
2443,2158,8
2444,2158,75
2445,2159,92
2446,2160,92
2447,2161,92
2448,2162,11
2449,2163,11
2450,2164,11
2451,2165,11
2452,2167,11
2453,2168,11
2454,2169,14
2455,2169,90
2456,2170,14
2457,2170,90
2458,2172,14
2459,2172,90
2460,2174,14
2461,2174,90
2462,2175,14
2463,2175,90
2464,2176,15
2465,2177,15
2466,2178,15
2467,2179,15
2468,2180,15
2469,2181,15
2470,2182,15
2471,2183,16
2472,2184,16
2473,2185,16
2474,2186,16
2475,2187,16
2476,2189,17
2477,2191,17
2478,2192,17
2479,2193,17
2480,2194,17
2481,2195,18
2482,2196,18
2483,2197,18
2484,2198,18
2485,2199,18
2486,2200,18
2487,2201,18
2488,2203,19
2489,2204,19
2490,2205,66
2491,2205,91
2492,2206,66
2493,2206,91
2494,2208,66
2495,2208,91
2496,2209,66
2497,2209,91
2498,2211,66
2499,2211,91
2500,2212,66
2501,2212,91
2502,2213,85
2503,2213,86
2504,2213,88
2505,2215,85
2506,2215,86
2507,2215,88
2508,2216,85
2509,2216,86
2510,2216,88
2511,2217,51
2512,2218,51
2513,2219,51
2514,2220,51
2515,2220,51
2516,2222,51
2517,2223,51
2518,2224,51
2519,2225,51
2520,2226,51
2521,2227,24
2522,2227,89
2523,2228,24
2524,2228,89
2525,2229,24
2526,2229,89
2527,2229,24
2528,2229,89
2529,2230,25
2530,2231,25
2531,2232,25
2532,2233,25
2533,2234,25
2534,2235,25
2535,2236,26
2536,2237,26
2537,2238,26
2538,2239,84
2539,2239,83
2540,2240,83
2541,2240,84
2542,2241,55
2543,2243,55
2544,2244,55
2545,2245,55
2546,2246,55
2547,2247,55
2548,2248,55
2549,2252,55
2550,2253,28
2551,2254,28
2552,2255,28
2553,2269,33
2554,2272,34
2555,2273,34
2556,2274,34
2557,2275,34
2558,2276,38
2559,2277,38
2560,2278,38
2561,2279,38
2562,2280,38
2563,2281,38
2564,2282,38
2565,2283,39
2566,2284,39
2567,2285,39
2568,2286,39
2569,3051,1
2570,3052,1
2571,3053,1
2572,3054,1
2573,3054,1
2574,3054,1
2575,3054,1
2576,3244,1
2577,3245,1
2578,3246,1
2579,3247,1
2580,3248,1
2581,3249,1
2582,3250,1
2583,3251,2
2584,3252,2
2585,3253,2
2586,3254,2
2587,3255,2
2588,3255,2
2589,3256,2
2590,3257,2
2591,3258,2
2592,3259,2
2593,3260,2
2594,3261,2
2595,3262,87
2596,3263,87
2597,3264,87
2598,3265,87
2599,3266,87
2600,3267,87
2601,3268,87
2602,3269,87
2603,3270,87
2604,3271,87
2605,3272,87
2606,3273,87
2607,3275,87
2608,3276,87
2609,3277,87
2610,3278,87
2611,3279,94
2612,3280,94
2613,3281,94
2614,3282,94
2615,3283,94
2616,3284,94
2617,3285,94
2618,3286,4
2619,3287,4
2620,3288,4
2621,3289,4
2622,3290,4
2623,3291,4
2624,3292,6
2625,3292,95
2626,3293,6
2627,3293,95
2628,3294,7
2629,3294,96
2630,3295,7
2631,3295,96
2632,3296,75
2633,3296,8
2634,3298,8
2635,3298,75
2636,3299,8
2637,3299,75
2638,3300,8
2639,3300,75
2640,3301,10
2641,3301,97
2642,3302,10
2643,3302,97
2644,3303,10
2645,3303,97
2646,3304,98
2647,3305,98
2648,3306,98
2649,3307,90
2650,3307,14
2651,3308,14
2652,3308,90
2653,3309,14
2654,3309,90
2655,3310,14
2656,3310,90
2657,3311,15
2658,3312,15
2659,3313,15
2660,3314,15
2661,3315,15
2662,3316,15
2663,3317,16
2664,3318,16
2665,3319,16
2666,3320,17
2667,3321,17
2668,3322,17
2669,3323,17
2670,3324,17
2671,3324,17
2672,3325,17
2673,3326,17
2674,3327,18
2675,3328,18
2676,3329,18
2677,3330,18
2678,3331,18
2679,3332,18
2680,3333,19
2681,3334,19
2682,3335,19
2683,3336,66
2684,3336,91
2685,3337,66
2686,3337,91
2687,3338,66
2688,3338,91
2689,3339,66
2690,3339,91
2691,3341,66
2692,3341,91
2693,3342,66
2694,3342,91
2695,3343,66
2696,3343,91
2697,3344,85
2698,3344,86
2699,3344,88
2700,3345,85
2701,3345,86
2702,3345,88
2703,3347,85
2704,3347,86
2705,3347,88
2706,3348,85
2707,3348,86
2708,3348,88
2709,3349,85
2710,3349,86
2711,3349,88
2712,3350,85
2713,3350,86
2714,3350,88
2715,3351,99
2716,3351,100
2717,3352,99
2718,3352,100
2719,3353,99
2720,3353,100
2721,3354,99
2722,3354,100
2723,3355,99
2724,3355,100
2725,3356,101
2726,3357,101
2727,3358,101
2728,3359,25
2729,3359,102
2730,3360,25
2731,3360,102
2732,3361,25
2733,3361,102
2734,3362,25
2735,3362,102
2736,3363,25
2737,3363,102
2738,3364,25
2739,3364,102
2740,3365,25
2741,3365,102
2742,3366,25
2743,3366,102
2744,3367,25
2745,3367,102
2746,3368,26
2747,3369,26
2748,3370,26
2749,3371,83
2750,3371,84
2751,3372,83
2752,3372,84
2753,3373,55
2754,3374,55
2755,3375,55
2756,3376,55
2757,3377,55
2758,3378,55
2759,3379,55
2760,3380,55
2761,3381,55
2762,3382,55
2763,3383,55
2764,3384,55
2765,3385,55
2766,3386,28
2767,3387,28
2768,3388,103
2769,3389,103
2770,3390,103
2771,3391,103
2772,3392,103
2773,3393,103
2774,3394,103
2775,3395,103
2776,3396,33
2777,3397,33
2778,3398,33
2779,3399,33
2780,3400,33
2781,3401,33
2782,3402,34
2783,3403,34
2784,3404,34
2785,3405,34
2786,3406,34
2787,3407,38
2788,3408,38
2789,3409,38
2790,3410,38
2791,3411,38
2792,3412,38
2793,3413,39
2794,3413,93
2795,3414,39
2796,3414,93
2797,3415,39
2798,3415,93
2799,3416,39
2800,3416,93
2801,3417,39
2802,3417,93
2803,3418,39
2804,3418,93
2805,3419,39
2806,3419,93
2807,3420,104
2808,3421,104
2809,3422,104
2810,3423,104
2811,3424,104
2812,3425,105
2813,3426,105
2814,3427,1
2815,3428,1
2816,3429,1
2817,3430,1
2818,3431,1
2819,3432,1
2820,3433,1
2821,3434,2
2822,3435,2
2823,3436,2
2824,3437,2
2825,3438,2
2826,3439,2
2827,3440,2
2828,3441,87
2829,3441,106
2830,3442,87
2831,3442,106
2832,3443,87
2833,3443,106
2834,3444,87
2835,3444,106
2836,3445,87
2837,3445,106
2838,3446,87
2839,3446,106
2840,3447,87
2841,3447,106
2842,3448,87
2843,3448,106
2844,3449,87
2845,3449,106
2846,3450,87
2847,3450,106
2848,3451,87
2849,3451,106
2850,3452,87
2851,3452,106
2852,3453,87
2853,3453,106
2854,3454,87
2855,3454,106
2856,3455,87
2857,3455,106
2858,3456,94
2859,3457,94
2860,3458,94
2861,3459,94
2862,3460,94
2863,3461,4
2864,3462,4
2865,3463,4
2866,3464,4
2867,3465,4
2868,3466,4
2869,3467,4
2870,3468,4
2871,3469,4
2872,3470,4
2873,3471,6
2874,3471,95
2875,3472,6
2876,3472,95
2877,3473,7
2878,3473,96
2879,3474,7
2880,3474,96
2881,3475,7
2882,3475,96
2883,3476,8
2884,3476,75
2885,3477,8
2886,3477,75
2887,3478,8
2888,3478,75
2889,3479,8
2890,3479,75
2891,3480,97
2892,3481,97
2893,3482,98
2894,3482,107
2895,3483,98
2896,3483,107
2897,3484,98
2898,3484,107
2899,3485,98
2900,3485,107
2901,3486,98
2902,3486,107
2903,3487,98
2904,3487,107
2905,3488,14
2906,3489,14
2907,3490,14
2908,3491,14
2909,3492,15
2910,3493,15
2911,3494,15
2912,3495,15
2913,3496,16
2914,3497,16
2915,3498,16
2916,3499,16
2917,3500,17
2918,3501,17
2919,3502,17
2920,3503,17
2921,3504,17
2922,3505,17
2923,3506,18
2924,3507,18
2925,3508,18
2926,3509,18
2927,3510,18
2928,3511,18
2929,3512,19
2930,3513,19
2931,3514,19
2932,3515,66
2933,3515,91
2934,3516,66
2935,3516,91
2936,3517,66
2937,3517,91
2938,3518,66
2939,3518,91
2940,3519,66
2941,3519,91
2942,3520,66
2943,3520,91
2944,3521,66
2945,3521,91
2946,3522,66
2947,3522,91
2948,3523,85
2949,3523,86
2950,3523,88
2951,3524,85
2952,3524,86
2953,3524,88
2954,3525,85
2955,3525,86
2956,3525,88
2957,3526,85
2958,3526,86
2959,3526,88
2960,3527,85
2961,3527,86
2962,3527,88
2963,3529,85
2964,3529,86
2965,3529,88
2966,3530,85
2967,3530,86
2968,3530,88
2969,3531,85
2970,3531,86
2971,3531,88
2972,3532,85
2973,3532,86
2974,3532,88
2975,3533,85
2976,3533,86
2977,3533,88
2978,3534,99
2979,3534,100
2980,3535,99
2981,3535,100
2982,3536,99
2983,3536,100
2984,3537,99
2985,3537,100
2986,3538,99
2987,3538,100
2988,3539,99
2989,3539,100
2990,3540,99
2991,3540,100
2992,3541,24
2993,3541,108
2994,3542,24
2995,3542,108
2996,3543,108
2997,3543,24
2998,3544,24
2999,3544,108
3000,3545,25
3001,3545,109
3002,3546,25
3003,3546,109
3004,3547,25
3005,3547,109
3006,3548,25
3007,3548,109
3008,3549,25
3009,3549,109
3010,3550,25
3011,3550,109
3012,3551,25
3013,3551,109
3014,3552,25
3015,3552,109
3016,3553,26
3017,3553,110
3018,3554,26
3019,3554,110
3020,3555,26
3021,3555,110
3022,3556,26
3023,3556,110
3024,3557,83
3025,3557,84
3026,3558,83
3027,3558,84
3028,3559,55
3029,3560,55
3030,3561,55
3031,3562,55
3032,3563,55
3033,3564,55
3034,3565,55
3035,3566,55
3036,3567,28
3037,3568,28
3038,3569,55
3039,3569,28
3040,3570,28
3041,3571,103
3042,3571,111
3043,3572,103
3044,3572,111
3045,3573,103
3046,3573,111
3047,3574,103
3048,3574,111
3049,3575,103
3050,3575,111
3051,3576,103
3052,3576,111
3053,3577,103
3054,3577,111
3055,3578,103
3056,3578,111
3057,3579,103
3058,3579,111
3059,3580,103
3060,3580,111
3061,3581,33
3062,3582,33
3063,3583,33
3064,3584,33
3065,3585,33
3066,3586,34
3067,3587,34
3068,3588,34
3069,3589,34
3070,3590,34
3071,3591,34
3072,3592,38
3073,3593,38
3074,3594,38
3075,3595,38
3076,3596,38
3077,3597,38
3078,3598,39
3079,3598,93
3080,3599,39
3081,3599,93
3082,3600,39
3083,3600,93
3084,3601,39
3085,3601,93
3086,3602,39
3087,3602,93
3088,3603,39
3089,3603,93
3090,3604,39
3091,3604,93
3092,3605,39
3093,3605,93
3094,3606,39
3095,3606,93
3096,3607,104
3097,3608,104
3098,3609,104
3099,3610,104
3100,3611,1
3101,3611,1
3102,3612,1
3103,3613,1
3104,3614,1
3105,3615,1
3106,3616,1
3107,3617,1
3108,3618,2
3109,3619,2
3110,3620,2
3111,3621,2
3112,3622,2
3113,3623,2
3114,3611,112
3115,3612,112
3116,3613,112
3117,3614,112
3118,3615,112
3119,3616,112
3120,3617,112
3121,3624,94
3122,3625,94
3123,3626,94
3124,3627,94
3125,3628,106
3126,3628,87
3127,3629,106
3128,3629,87
3129,3630,106
3130,3630,87
3131,3631,106
3132,3631,87
3133,3632,106
3134,3632,87
3135,3633,106
3136,3633,87
3137,3634,106
3138,3634,87
3139,3635,106
3140,3635,87
3141,3636,106
3142,3636,87
3143,3637,106
3144,3637,87
3145,3638,106
3146,3638,87
3147,3639,106
3148,3639,87
3149,3640,106
3150,3640,87
3151,3641,106
3152,3641,87
3153,3642,106
3154,3642,87
3155,3643,4
3156,3644,4
3157,3645,4
3158,3646,4
3159,3647,4
3160,3648,4
3161,3649,4
3162,3650,4
3163,3651,4
3164,3652,4
3165,3653,4
3166,3654,6
3167,3654,95
3168,3655,6
3169,3655,95
3170,3656,96
3171,3656,7
3172,3657,96
3173,3657,7
3174,3658,75
3175,3658,8
3176,3659,75
3177,3659,8
3178,3660,75
3179,3660,8
3180,3661,75
3181,3661,8
3182,3662,75
3183,3662,8
3184,3663,10
3185,3663,97
3186,3664,10
3187,3664,97
3188,3665,98
3189,3665,107
3190,3666,98
3191,3666,107
3192,3667,98
3193,3667,107
3194,3668,98
3195,3668,107
3196,3669,98
3197,3669,107
3198,3670,98
3199,3670,107
3200,3671,14
3201,3672,14
3202,3673,14
3203,3674,14
3204,3675,14
3205,3676,14
3206,3676,113
3207,3674,113
3208,3673,113
3209,3672,113
3210,3671,113
3211,3675,113
3212,3677,15
3213,3678,15
3214,3679,15
3215,3680,15
3216,3681,15
3217,3682,15
3218,3683,16
3219,3684,16
3220,3685,16
3221,3687,17
3222,3688,17
3223,3689,17
3224,3690,18
3225,3691,18
3226,3692,18
3227,3693,18
3228,3694,18
3229,3695,18
3230,3696,19
3231,3697,19
3232,3698,19
3233,3699,66
3234,3699,91
3235,3700,66
3236,3700,91
3237,3701,66
3238,3701,91
3239,3702,66
3240,3702,91
3241,3703,66
3242,3703,91
3243,3704,66
3244,3704,91
3245,3705,66
3246,3705,91
3247,3706,66
3248,3706,91
3249,3707,66
3250,3707,91
3251,3708,66
3252,3708,91
3253,3709,85
3254,3709,86
3255,3709,88
3256,3710,85
3257,3710,86
3258,3710,88
3259,3711,85
3260,3711,86
3261,3711,88
3262,3712,85
3263,3712,86
3264,3712,88
3265,3713,85
3266,3713,86
3267,3713,88
3268,3714,99
3269,3714,100
3270,3715,99
3271,3715,100
3272,3716,99
3273,3716,100
3274,3717,99
3275,3717,100
3276,3718,99
3277,3718,100
3278,3719,99
3279,3719,100
3280,3720,99
3281,3720,100
3282,3721,108
3283,3722,108
3284,3723,108
3285,3724,108
3286,3725,108
3287,3726,25
3288,3726,102
3289,3727,25
3290,3727,102
3291,3728,25
3292,3728,102
3293,3729,25
3294,3729,102
3295,3730,25
3296,3730,102
3297,3731,25
3298,3731,102
3299,3732,25
3300,3732,102
3301,3733,25
3302,3733,102
3303,3734,25
3304,3734,102
3305,3735,110
3306,3735,26
3307,3736,110
3308,3736,26
3309,3737,110
3310,3737,26
3311,3738,110
3312,3738,26
3313,3739,83
3314,3739,84
3315,3740,55
3316,3741,55
3317,3742,55
3318,3743,55
3319,3744,55
3320,3745,55
3321,3746,28
3322,3747,28
3323,3748,28
3324,3749,103
3325,3749,111
3326,3750,103
3327,3750,111
3328,3751,103
3329,3751,111
3330,3752,103
3331,3752,111
3332,3753,103
3333,3753,111
3334,3754,103
3335,3754,111
3336,3755,103
3337,3755,111
3338,3756,103
3339,3756,111
3340,3757,33
3341,3758,33
3342,3759,34
3343,3760,34
3344,3761,34
3345,3762,34
3346,3763,38
3347,3764,38
3348,3765,38
3349,3766,38
3350,3767,38
3351,3768,38
3352,3769,38
3353,3770,39
3354,3770,93
3355,3771,39
3356,3771,93
3357,3772,39
3358,3772,93
3359,3773,39
3360,3773,93
3361,3774,39
3362,3774,93
3363,3775,39
3364,3775,93
3365,3776,39
3366,3776,93
3367,3777,39
3368,3777,93
3369,3778,39
3370,3778,93
3371,3779,39
3372,3779,93
3373,3780,39
3374,3780,93
3375,3781,104
3376,3782,104
3377,3782,104
3378,3783,104
3379,3784,104
3380,3785,112
3381,3785,112
3382,3786,112
3383,3787,112
3384,3788,112
3385,3789,112
3386,3790,2
3387,3791,2
3388,3792,2
3389,3793,2
3390,3794,2
3391,3795,2
3392,3796,2
3393,3797,87
3394,3798,87
3395,3799,87
3396,3800,87
3397,3801,87
3398,3802,87
3399,3803,87
3400,3804,87
3401,3805,87
3402,3806,87
3403,3807,87
3404,3808,87
3405,3809,87
3406,3810,94
3407,3811,94
3408,3812,94
3409,3813,94
3410,3814,4
3411,3815,4
3412,3816,4
3413,3817,4
3414,3818,4
3415,3819,4
3416,3820,4
3417,3821,4
3418,3822,4
3419,3823,4
3420,3824,4
3421,3825,4
3422,3826,6
3423,3826,95
3424,3827,6
3425,3827,95
3426,3828,96
3427,3828,7
3428,3829,96
3429,3829,7
3430,3830,96
3431,3830,7
3432,3831,96
3433,3831,7
3434,3832,75
3435,3832,8
3436,3833,75
3437,3833,8
3438,3834,75
3439,3834,8
3440,3835,75
3441,3835,8
3442,3836,97
3443,3837,97
3444,3838,107
3445,3838,114
3446,3839,107
3447,3839,114
3448,3840,14
3449,3841,14
3450,3842,14
3451,3843,14
3452,3844,15
3453,3845,15
3454,3846,15
3455,3847,15
3456,3848,15
3457,3849,15
3458,3850,15
3459,3851,15
3460,3852,15
3461,3853,15
3462,3854,16
3463,3855,16
3464,3856,16
3465,3857,16
3466,3858,16
3467,3859,16
3468,3860,17
3469,3861,17
3470,3862,17
3471,3863,17
3472,3864,17
3473,3865,18
3474,3866,18
3475,3867,18
3476,3868,18
3477,3869,18
3478,3870,19
3479,3871,19
3480,3872,19
3481,3873,66
3482,3873,91
3483,3874,66
3484,3874,91
3485,3875,66
3486,3875,91
3487,3876,66
3488,3876,91
3489,3877,66
3490,3877,91
3491,3878,66
3492,3878,91
3493,3879,66
3494,3879,91
3495,3880,66
3496,3880,91
3497,3881,85
3498,3881,86
3499,3881,88
3500,3882,85
3501,3882,86
3502,3882,88
3503,3883,85
3504,3883,86
3505,3883,88
3506,3884,85
3507,3884,86
3508,3884,88
3509,3885,85
3510,3885,86
3511,3885,88
3512,3886,99
3513,3886,100
3514,3887,99
3515,3887,100
3516,3888,99
3517,3888,100
3518,3889,99
3519,3889,100
3520,3890,99
3521,3890,100
3522,3891,99
3523,3891,100
3524,3892,108
3525,3893,108
3526,3894,108
3527,3895,25
3528,3895,109
3529,3896,25
3530,3896,109
3531,3897,25
3532,3897,109
3533,3898,25
3534,3898,109
3535,3899,25
3536,3899,109
3537,3900,25
3538,3900,109
3539,3901,25
3540,3901,109
3541,3902,25
3542,3902,109
3543,3903,110
3544,3903,115
3545,3904,110
3546,3904,115
3547,3905,110
3548,3905,115
3549,3906,110
3550,3906,115
3551,3907,83
3552,3907,84
3553,3908,83
3554,3908,84
3555,3909,55
3556,3910,55
3557,3911,55
3558,3912,55
3559,3913,55
3560,3914,55
3561,3915,55
3562,3916,28
3563,3917,28
3564,3918,28
3565,3919,28
3566,3920,103
3567,3920,111
3568,3921,103
3569,3921,111
3570,3922,103
3571,3922,111
3572,3923,103
3573,3923,111
3574,3924,103
3575,3924,111
3576,3925,103
3577,3925,111
3578,3926,103
3579,3926,111
3580,3927,103
3581,3927,111
3582,3928,33
3583,3929,33
3584,3930,33
3585,3931,33
3586,3932,34
3587,3933,34
3588,3934,34
3589,3935,38
3590,3936,38
3591,3937,38
3592,3938,38
3593,3939,38
3594,3940,38
3595,3941,38
3596,3942,38
3597,3943,39
3598,3943,93
3599,3944,39
3600,3944,93
3601,3945,39
3602,3945,93
3603,3946,39
3604,3946,93
3605,3947,39
3606,3947,93
3607,3948,39
3608,3948,93
3609,3949,39
3610,3949,93
3611,3950,39
3612,3950,93
3613,3951,104
3614,3952,104
3615,3953,104
3616,3954,104
3617,3955,104
3618,3956,104
3619,3957,55
3620,3958,2
3621,3959,62
3622,3960,62
3623,3960,62
3624,3961,62
3625,3962,62
3626,3963,62
3627,3963,62
3628,3964,62
3629,3965,62
3630,3966,62
3631,3967,62
3632,3968,62
3633,3969,62
3634,3970,62
3635,3971,62
3636,3972,62
3637,3973,62
3638,3973,62
3639,3974,62
3640,3975,62
3641,3976,62
3642,3977,62
3643,3978,62
3644,3979,62
3645,3980,62
3646,3981,62
3647,3982,62
3648,3982,116
3649,3983,116
3650,3984,116
3651,3985,116
3652,3986,116
3653,3987,116
3654,3988,116
3655,3989,116
3656,3990,116
3657,3991,116
3658,3992,116
3659,3993,116
3660,3994,116
3661,3995,116
3662,3996,116
3663,3997,116
3664,3998,116
3665,3999,116
3666,4000,116
3667,4001,116
3668,4002,116
3669,4003,116
3670,4004,116
3671,4005,71
3672,4006,71
3673,4007,71
3674,4008,71
3675,4009,71
3676,4010,71
3677,4011,71
3678,4012,71
3679,4013,71
3680,4014,71
3681,4015,71
3682,4016,71
3683,4017,71
3684,4018,71
3685,4019,71
3686,4020,71
3687,4021,71
3688,4022,71
3689,4023,71
3690,4024,71
3691,4025,71
3692,4026,71
3693,4027,71
3694,4028,71
3695,4029,71
3696,4030,71
3697,4031,15
3698,4032,15
3699,4033,15
3700,4034,15
3701,4035,15
3702,4036,15
3703,4037,15
3704,4038,15
3705,4039,15
3706,4040,15
3707,4041,15
3708,4042,15
3709,4043,15
3710,4044,15
3711,4045,15
3712,4046,15
3713,4047,15
3714,4048,15
3715,4049,15
3716,4050,15
3717,4051,15
3718,4052,15
3719,4053,15
3720,4054,15
3721,4055,15
3722,4056,98
3723,4057,98
3724,4057,118
3725,4058,98
3726,4058,118
3727,4059,98
3728,4059,118
3729,4060,98
3730,4060,118
3731,4061,98
3732,4061,118
3733,4062,98
3734,4062,118
3735,4063,98
3736,4063,118
3737,4063,98
3738,4063,118
3739,4064,98
3740,4064,118
3741,4065,98
3742,4065,118
3743,4067,98
3744,4067,118
3745,4068,98
3746,4068,118
3747,4069,98
3748,4069,118
3749,4070,98
3750,4070,118
3751,4071,98
3752,4071,118
3753,4072,98
3754,4072,118
3755,4073,98
