"ENST_Id","ENST_Entscheidung","ENST_Stichwort"
5656,1171,140
5657,1171,244
5658,1172,201
5659,1172,168
5660,1172,111
5661,1172,211
5662,1172,106
5663,1172,97
5664,1173,202
5665,1173,165
5666,1173,169
5667,1173,176
5668,1173,178
5669,1173,119
5670,1173,126
5671,1173,210
5672,1173,211
5673,1174,202
5674,1174,150
5675,1174,179
5676,1174,186
5677,1174,205
5678,1174,120
5679,1174,65
5680,1174,210
5681,1174,211
5682,1174,141
5683,1175,194
5684,1175,208
5685,1175,156
5686,1175,210
5687,1176,205
5688,1176,174
5689,1176,186
5690,1176,213
5691,1176,210
5692,1176,77
5693,1176,78
5694,1176,211
5695,1177,189
5696,1177,175
5697,1177,211
5698,1177,210
5699,1178,158
5700,1178,160
5701,1178,79
5702,1178,119
5703,1178,140
5704,1178,211
5705,1178,97
5706,1179,201
5707,1179,168
5708,1179,106
5709,1179,221
5710,1179,111
5712,1180,170
5713,1180,119
5714,1180,106
5715,1180,213
5716,1180,221
5717,1180,176
5718,1181,79
5719,1181,152
5720,1181,119
5721,1181,221
5722,1181,104
5723,1182,201
5724,1182,170
5725,1182,176
5726,1182,104
5727,1182,111
5728,1184,152
5729,1184,183
5730,1184,184
5731,1184,79
5732,1184,83
5733,1184,103
5734,1184,105
5735,1185,193
5736,1185,201
5737,1185,167
5738,1185,176
5739,1185,223
5740,1185,103
5741,1185,221
5742,1186,174
5743,1186,184
5744,1186,201
5745,1186,103
5746,1186,221
5747,1187,170
5748,1187,176
5749,1187,201
5750,1187,104
5751,1187,119
5752,1188,158
5753,1188,160
5754,1188,119
5755,1188,107
5756,1188,220
5757,1189,192
5758,1189,150
5759,1189,158
5760,1189,160
5761,1189,140
5762,1189,79
5763,1189,83
5764,1189,246
5765,1189,248
5766,1190,192
5767,1190,176
5768,1190,111
5769,1190,97
5770,1190,248
5771,1190,77
5772,1191,192
5773,1191,176
5774,1191,77
5775,1191,103
5776,1191,83
5777,1192,152
5778,1192,119
5779,1192,79
5780,1192,220
5781,1192,90
5782,1192,221
5783,1192,97
5784,1193,244
5785,1193,202
5786,1193,153
5787,1193,119
5788,1193,221
5789,1193,213
5790,1194,152
5791,1194,201
5792,1194,119
5793,1194,90
5794,1195,153
5795,1195,203
5796,1195,90
5797,1195,119
5798,1195,97
5799,1196,160
5800,1196,171
5801,1196,175
5802,1196,103
5803,1196,220
5804,1197,189
5805,1197,162
5806,1197,119
5807,1197,104
5808,1197,248
5809,1198,172
5810,1198,176
5811,1198,77
5812,1198,247
5813,1198,111
5814,1198,104
5815,1198,220
5816,1199,172
5817,1199,111
5818,1199,140
5819,1199,141
5820,1199,220
5821,1200,170
5822,1200,176
5823,1200,186
5824,1200,69
5825,1200,221
5826,1200,32
5827,1200,77
5828,1200,78
5829,1201,158
5830,1201,160
5831,1201,171
5832,1201,211
5833,1201,140
5834,1202,158
5835,1202,160
5836,1202,171
5837,1202,119
5838,1202,129
5839,1202,111
5840,1203,189
5841,1203,150
5842,1203,153
5843,1203,237
5844,1203,47
5845,1203,111
5846,1203,140
5847,1204,189
5849,1204,186
5850,1204,65
5851,1204,237
5852,1204,97
5853,1204,119
5854,1205,237
5855,1205,78
5856,1205,150
5857,1205,186
5858,1205,65
5859,1206,149
5860,1206,161
5861,1206,192
5862,1206,217
5863,1206,47
5864,1206,226
5865,1207,201
5866,1207,152
5867,1207,119
5868,1207,213
5869,1207,138
5870,1208,192
5871,1208,194
5872,1208,208
5873,1208,217
5874,1209,152
5875,1209,183
5876,1209,201
5877,1209,132
5878,1209,103
5879,1209,105
5880,1209,119
5881,1210,158
5882,1210,183
5883,1210,184
5884,1210,192
5885,1210,77
5886,1210,97
5887,1210,57
5888,1210,211
5889,1210,145
5890,1211,209
5891,1211,32
5892,1211,225
5893,1211,97
5894,1211,90
5895,1212,158
5896,1212,119
5897,1212,247
5898,1213,153
5899,1213,182
5900,1213,144
5901,1213,119
5902,1213,102
5903,1213,213
5904,1213,220
5905,1214,158
5906,1214,171
5907,1214,175
5908,1214,119
5909,1214,213
5910,1214,69
5911,1215,176
5912,1215,111
5913,1215,213
5914,1215,119
5915,1216,210
5916,1216,119
5917,1216,211
5918,1216,129
5919,1217,201
5920,1217,150
5921,1217,79
5922,1217,70
5923,1217,210
5924,1217,211
5925,1217,246
5926,1218,189
5927,1218,195
5928,1218,150
5929,1218,162
5930,1218,51
5931,1218,119
5932,1218,211
5933,1218,210
5934,1219,193
5935,1219,169
5936,1219,178
5937,1219,215
5938,1219,104
5939,1219,105
5940,1220,201
5941,1220,150
5942,1220,141
5943,1220,105
5944,1220,220
5945,1221,182
5946,1221,183
5947,1221,77
5948,1221,79
5949,1221,69
5950,1221,221
5951,1222,182
5952,1222,13
5953,1222,77
5954,1222,104
5955,1222,97
5956,1222,210
5957,1222,211
5958,1223,103
5959,1223,164
5960,1223,77
5961,1223,79
5962,1223,83
5963,1223,97
5964,1223,220
5965,1224,158
5966,1224,192
5967,1224,77
5968,1224,84
5969,1224,215
5970,1224,103
5971,1224,220
5972,1224,97
5973,1225,77
5974,1225,79
5975,1225,192
5976,1225,182
5977,1225,183
5978,1225,104
5979,1225,213
5980,1225,220
5981,1225,223
5982,1226,161
5983,1226,175
5984,1226,78
5985,1226,111
5986,1226,213
5987,1226,220
5988,1227,149
5989,1227,119
5990,1227,77
5991,1227,126
5992,1227,132
5993,1227,129
5994,1228,192
5995,1228,77
5996,1228,119
5997,1228,213
5998,1228,103
5999,1228,111
6000,1228,171
6001,1229,158
6002,1229,160
6003,1229,171
6004,1229,82
6005,1229,210
6006,1229,97
6007,1229,119
6008,1230,217
6009,1230,149
6010,1230,162
6011,1230,75
6012,1230,77
6013,1230,90
6014,1230,126
6015,1231,150
6016,1231,158
6017,1231,160
6018,1231,119
6019,1231,120
6020,1231,210
6021,1232,158
6022,1232,160
6023,1232,171
6024,1232,104
6025,1232,105
6026,1232,248
6027,1232,49
6028,1232,210
6029,1233,174
6030,1233,176
6031,1233,205
6032,1233,211
6033,1233,103
6034,1233,104
6035,1234,162
6036,1234,102
6037,1234,103
6038,1234,119
6039,1234,97
6040,1235,189
6041,1235,148
6042,1235,150
6043,1235,97
6044,1235,103
6045,1235,220
6046,1235,210
6047,1235,211
6048,1236,235
6049,1236,158
6050,1236,160
6051,1236,175
6052,1236,90
6053,1236,103
6054,1237,158
6055,1237,160
6056,1237,171
6057,1237,175
6058,1237,223
6059,1237,103
6060,1238,119
6061,1238,171
6062,1238,174
6063,1238,185
6064,1238,213
6065,1238,220
6066,1238,97
6067,1239,158
6068,1239,160
6069,1239,161
6070,1239,119
6071,1239,140
6072,1240,174
6073,1240,119
6074,1240,140
6075,1240,213
6076,1240,132
6077,1241,141
6078,1241,119
6079,1241,126
6080,1241,129
6081,1241,132
6082,1241,229
6083,1242,207
6084,1242,111
6085,1242,129
6086,1243,189
6087,1243,165
6088,1243,130
6089,1243,111
6090,1243,132
6091,1243,119
6092,1244,158
6093,1244,160
6094,1244,238
6095,1244,75
6096,1245,193
6097,1245,161
6098,1245,215
6099,1245,119
6100,1245,220
6101,1246,201
6102,1246,152
6103,1246,213
6104,1246,119
6105,1246,139
6106,1246,132
6107,1247,148
6108,1247,151
6109,1247,172
6110,1247,156
6111,1247,132
6112,1247,133
6113,1247,103
6114,1247,81
6115,1247,65
6116,1248,195
6117,1248,150
6118,1248,160
6119,1248,78
6120,1248,69
6121,1249,195
6122,1249,150
6123,1249,158
6124,1249,160
6125,1249,119
6126,1249,211
6127,1249,210
6128,1249,129
6129,1249,69
6130,1250,183
6131,1250,103
6132,1250,104
6133,1250,223
6134,1250,221
6135,1251,158
6136,1251,192
6137,1251,77
6138,1251,103
6139,1251,105
6140,1252,103
6141,1252,105
6142,1252,150
6143,1252,83
6144,1253,172
6145,1253,178
6146,1253,189
6147,1253,105
6148,1253,246
6149,1253,140
6150,1253,97
6151,1254,117
6152,1254,150
6153,1254,158
6154,1254,83
6155,1254,49
6156,1254,211
6157,1254,97
6158,1255,149
6159,1255,158
6160,1255,79
6161,1255,104
6162,1255,107
6163,1255,97
6164,1256,150
6165,1256,189
6166,1256,195
6167,1256,202
6168,1256,81
6169,1256,210
6170,1256,103
6171,1257,189
6172,1257,202
6173,1257,203
6174,1257,219
6175,1257,119
6176,1257,105
6177,1257,213
6178,1257,210
6179,1258,119
6180,1258,129
6181,1258,165
6182,1258,210
6183,1258,111
6184,1258,213
6185,1258,100
6186,1259,158
6187,1259,160
6188,1259,171
6189,1259,119
6190,1259,213
6191,1260,243
6192,1260,156
6193,1260,162
6194,1260,86
6195,1260,132
6196,1261,147
6197,1261,219
6198,1261,202
6199,1261,203
6200,1261,119
6201,1261,156
6202,1261,213
6203,1261,210
6204,1262,235
6205,1262,176
6206,1262,132
6207,1262,213
6208,1262,119
6209,1263,202
6210,1263,160
6211,1263,119
6212,1263,104
6213,1263,213
6214,1263,140
6215,1263,97
6216,1264,189
6217,1264,164
6218,1264,165
6219,1264,210
6220,1264,211
6221,1264,119
6222,1265,155
6223,1265,187
6224,1265,194
6225,1265,198
6226,1265,208
6227,1265,150
6228,1265,210
6229,1266,201
6230,1266,192
6231,1266,170
6232,1266,176
6233,1266,113
6234,1266,220
6235,1266,69
6236,1266,77
6237,1266,79
6238,1267,148
6239,1267,150
6240,1267,160
6241,1267,203
6242,1267,220
6243,1267,132
6244,1267,133
6245,1267,69
6246,1268,49
6247,1268,51
6248,1268,132
6249,1268,202
6250,1268,158
6251,1268,160
6252,1268,171
6253,1268,119
6254,1269,195
6255,1269,160
6256,1269,172
6257,1269,113
6258,1269,223
6259,1269,213
6260,1269,220
6261,1269,119
6262,1270,192
6263,1270,201
6264,1270,77
6265,1270,79
6266,1270,119
6267,1270,213
6268,1270,132
6269,1270,140
6270,1270,111
6271,1271,150
6272,1271,49
6273,1271,103
6274,1271,75
6275,1272,158
6276,1272,160
6277,1272,171
6278,1272,210
6279,1272,104
6280,1273,149
6281,1273,150
6282,1273,202
6283,1273,211
6284,1273,210
6285,1274,141
6286,1274,189
6287,1274,237
6288,1274,172
6289,1274,174
6290,1274,105
6291,1275,160
6292,1275,192
6293,1275,77
6294,1275,210
6295,1275,211
6296,1275,97
6297,1276,147
6298,1276,153
6299,1276,189
6300,1276,195
6301,1276,203
6302,1276,213
6303,1276,220
6304,1276,119
6305,1277,202
6306,1277,148
6307,1277,132
6308,1277,77
6309,1277,90
6310,1277,238
6311,1278,202
6312,1278,203
6313,1278,148
6314,1278,171
6315,1278,238
6316,1278,69
6317,1279,172
6318,1279,213
6319,1279,119
6320,1279,113
6321,1280,132
6322,1280,193
6323,1280,139
6324,1280,84
6325,1280,215
6326,1280,119
6327,1280,213
6328,1280,103
6329,1281,239
6330,1281,237
6331,1281,153
6332,1281,189
6333,1281,203
6334,1281,220
6335,1282,193
6336,1282,174
6337,1282,215
6338,1282,119
6339,1282,213
6340,1283,158
6341,1283,160
6342,1283,150
6343,1283,210
6344,1283,79
6345,1284,210
6346,1284,119
6347,1284,213
6348,1284,132
6349,1284,174
6350,1284,111
6351,1285,103
6352,1285,246
6353,1285,203
6354,1285,237
6355,1285,150
6356,1285,153
6357,1285,119
6358,1285,100
6359,1285,210
6360,1285,211
6361,1286,202
6362,1286,203
6363,1286,132
6364,1286,47
6365,1286,226
6366,1286,243
6367,1286,213
6368,1287,160
6369,1287,161
6370,1287,164
6371,1287,119
6372,1287,192
6373,1287,77
6374,1287,105
6375,1288,193
6376,1288,152
6377,1288,119
6378,1288,90
6379,1289,150
6380,1289,172
6381,1289,50
6382,1289,103
6383,1289,210
6384,1290,149
6385,1290,119
6386,1290,202
6387,1290,81
6388,1290,103
6389,1290,248
6390,1291,165
6391,1291,178
6392,1291,132
6393,1291,119
6394,1291,223
6395,1291,69
6396,1291,135
6397,1293,119
6398,1293,213
6399,1293,111
6400,1293,79
6401,1293,82
6402,1293,96
6403,1293,220
6404,1294,193
6405,1294,119
6406,1294,152
6407,1294,183
6408,1294,215
6409,1295,201
6410,1295,152
6411,1295,119
6412,1295,139
6413,1295,213
6414,1295,82
6415,1296,199
6416,1296,207
6417,1296,152
6418,1296,183
6419,1296,184
6420,1296,193
6421,1296,103
6422,1296,220
6423,1296,215
6424,1296,247
6425,1297,189
6426,1297,150
6427,1297,210
6428,1297,211
6429,1297,30
6430,1298,158
6431,1298,160
6432,1298,171
6433,1298,210
6434,1298,211
6435,1298,127
6436,1299,119
6437,1299,213
6438,1299,248
6439,1299,129
6440,1299,132
6441,1299,210
6442,1300,205
6443,1300,34
6444,1300,238
6445,1300,174
6446,1300,176
6447,1300,135
6448,1300,104
6449,1300,210
6450,1301,182
6451,1301,192
6452,1301,202
6453,1301,210
6454,1301,103
6455,1301,104
6456,1301,105
6457,1301,106
6458,1301,246
6459,1302,192
6460,1302,96
6461,1302,77
6462,1302,79
6463,1302,105
6464,1302,107
6465,1303,170
6466,1303,176
6467,1303,186
6468,1303,210
6469,1303,223
6470,1303,205
6471,1303,221
6472,1304,45
6473,1304,158
6474,1304,160
6475,1304,192
6476,1304,195
6477,1304,203
6478,1304,90
6479,1305,160
6480,1305,171
6481,1305,175
6482,1305,195
6483,1305,111
6484,1305,119
6485,1305,119
6486,1306,211
6487,1306,150
6488,1306,111
6489,1306,210
6490,1306,140
6491,1306,120
6492,1307,103
6493,1307,193
6494,1307,207
6495,1307,84
6496,1307,215
6497,1307,247
6498,1308,193
6499,1308,119
6500,1308,158
6501,1308,160
6502,1308,174
6503,1308,248
6504,1308,215
6505,1309,158
6506,1309,160
6507,1309,51
6508,1309,119
6509,1309,105
6510,1309,223
6511,1310,129
6512,1310,158
6513,1310,160
6514,1310,111
6515,1310,119
6516,1310,140
6517,1310,223
6518,1311,174
6519,1311,176
6520,1311,119
6521,1311,223
6522,1311,213
6523,1311,111
6524,1312,189
6525,1312,158
6526,1312,160
6527,1312,119
6528,1312,210
6529,1312,217
6530,1313,150
6531,1313,83
6532,1313,247
6533,1313,51
6534,1313,97
6535,1313,210
6536,1322,65
6537,1322,119
6538,1319,75
6539,1319,82
6540,1319,119
6541,1319,140
6542,1321,150
6543,1321,126
6544,1321,111
6545,1323,75
6546,1323,82
6547,1323,32
6548,1325,195
6549,1325,172
6550,1325,119
6551,1325,120
6552,1333,119
6553,1333,140
6554,1333,158
6555,1333,160
6556,1333,176
6557,1333,115
6558,1333,97
6559,1334,201
6560,1334,152
6561,1334,119
6562,1334,213
6563,1334,139
6564,1334,82
6565,1335,206
6566,1335,147
6567,1335,148
6568,1335,97
6569,1335,30
6570,1335,209
6571,1335,247
6572,1335,115
6573,1335,145
6574,1336,82
6575,1336,84
6576,1336,247
6577,1336,97
6578,1336,215
6579,1337,193
6580,1337,158
6581,1337,160
6582,1337,138
6583,1337,140
6584,1337,120
6585,1337,115
6586,1337,111
6587,1338,148
6588,1338,153
6589,1338,240
6590,1338,243
6591,1338,225
6592,1338,11
6593,1338,15
6594,1338,213
6595,1339,79
6596,1339,80
6597,1339,119
6598,1339,152
6599,1340,104
6600,1340,246
6601,1340,158
6602,1340,164
6603,1340,211
6604,1340,210
6605,1340,97
6606,1340,132
6607,1340,51
6608,1341,172
6609,1341,119
6610,1341,220
6611,1342,195
6612,1342,160
6613,1342,171
6614,1342,132
6615,1342,210
6616,1342,124
6617,1342,211
6618,1342,97
6619,1343,132
6620,1343,133
6621,1343,191
6622,1343,147
6623,1343,148
6624,1343,227
6625,1343,233
6626,1343,144
6627,1344,202
6628,1344,203
6629,1344,147
6630,1344,148
6631,1344,132
6632,1344,34
6633,1344,238
6634,1344,69
6635,1345,147
6636,1345,148
6637,1345,202
6638,1345,203
6639,1345,243
6640,1345,132
6641,1345,77
6642,1345,111
6643,1345,237
6644,1345,225
6645,1346,77
6646,1346,192
6647,1346,83
6648,1346,171
6649,1346,132
6650,1346,111
6651,1346,119
6652,1346,213
6653,1346,223
6654,1346,140
6655,1347,243
6656,1347,111
6657,1347,213
6658,1347,119
6659,1347,210
6660,1347,221
6661,1347,117
6662,1348,148
6663,1348,202
6664,1348,203
6665,1348,49
6666,1348,225
6667,1348,132
6668,1349,148
6669,1349,202
6670,1349,182
6671,1349,183
6672,1349,132
6673,1349,119
6674,1349,11
6675,1350,175
6676,1350,171
6677,1350,119
6678,1351,138
6679,1351,162
6680,1351,182
6681,1351,119
6682,1351,213
6683,1351,223
6684,1351,49
6685,1351,51
6686,1352,77
6687,1352,82
6688,1352,84
6689,1352,247
6690,1352,152
6691,1352,162
6692,1352,184
6693,1352,193
6694,1353,195
6695,1353,160
6696,1353,171
6697,1353,175
6698,1353,124
6699,1353,223
6700,1353,119
6701,1353,210
6702,1353,78
6703,1354,175
6704,1354,138
6705,1354,124
6706,1354,223
6707,1354,115
6708,1354,226
6709,1355,117
6710,1355,221
6711,1355,172
6712,1355,176
6713,1356,156
6714,1356,187
6715,1356,194
6716,1356,208
6717,1356,82
6718,1357,49
6719,1357,51
6720,1357,165
6721,1357,176
6722,1357,210
6723,1357,211
6724,1358,243
6725,1358,189
6726,1358,213
6727,1358,132
6728,1358,90
6729,1359,176
6730,1359,217
6731,1359,126
6732,1360,138
6733,1360,117
6734,1361,217
6735,1361,192
6736,1361,202
6737,1361,77
6738,1361,210
6739,1362,182
6740,1362,183
6741,1362,247
6742,1362,119
6743,1362,223
6744,1362,82
6745,1363,158
6746,1363,160
6747,1363,119
6748,1363,246
6749,1363,140
6750,1364,194
6751,1364,197
6752,1364,207
6753,1364,181
6754,1364,239
6755,1365,158
6756,1365,160
6757,1365,247
6758,1365,115
6759,1366,119
6760,1366,129
6761,1366,158
6762,1366,160
6763,1366,171
6764,1367,152
6765,1367,213
6766,1367,119
6767,1367,139
6768,1367,83
6769,1367,111
6770,1368,152
6771,1368,183
6772,1368,192
6773,1368,213
6774,1368,119
6775,1368,77
6776,1368,83
6777,1368,221
6778,1369,94
6779,1369,158
6780,1369,160
6781,1369,195
6782,1369,78
6783,1369,91
6784,1370,119
6785,1370,213
6786,1370,77
6787,1370,237
6788,1370,148
6789,1370,153
6790,1370,144
6791,1370,145
6792,1370,132
6793,1371,217
6794,1371,240
6795,1371,225
6796,1371,147
6797,1372,202
6798,1372,203
6799,1372,182
6800,1372,226
6801,1372,144
6802,1372,213
6803,1372,85
6804,1373,194
6805,1373,207
6806,1373,208
6807,1373,184
6808,1373,187
6809,1373,119
6810,1373,197
6811,1373,129
6812,1374,217
6813,1374,82
6814,1374,131
6815,1374,207
6816,1375,152
6817,1375,183
6818,1375,221
6819,1375,119
6820,1375,83
6821,1375,210
6822,1375,200
6823,1376,126
6824,1376,193
6825,1376,152
6826,1376,83
6827,1376,84
6828,1376,215
6829,1376,223
6830,1377,160
6831,1377,172
6832,1377,83
6833,1377,126
6834,1377,223
6835,1378,192
6836,1378,193
6837,1378,158
6838,1378,160
6839,1378,76
6840,1378,77
6841,1378,83
6842,1378,215
6843,1378,230
6844,1379,158
6845,1379,160
6846,1379,193
6847,1379,206
6848,1379,83
6849,1379,84
6850,1379,215
6851,1379,246
6852,1380,158
6853,1380,160
6854,1380,119
6855,1380,193
6856,1380,82
6857,1380,83
6858,1380,84
6859,1380,215
6860,1380,246
6861,1381,225
6862,1381,82
6863,1382,158
6864,1382,160
6865,1382,79
6866,1382,144
6867,1383,153
6868,1383,51
6869,1384,158
6870,1384,160
6871,1384,244
6872,1385,147
6873,1385,148
6874,1385,150
6875,1385,191
6876,1385,206
6877,1385,208
6878,1385,30
6879,1385,77
6880,1385,82
6881,1385,89
6882,1385,225
6883,1385,132
6884,1386,158
6885,1386,160
6886,1386,132
6887,1386,246
6888,1386,111
6889,1387,152
6890,1387,201
6891,1387,247
6892,1387,145
6893,1388,152
6894,1388,119
6895,1388,139
6896,1388,213
6897,1388,111
6898,1389,198
6899,1389,209
6900,1389,187
6901,1389,247
6902,1389,119
6903,1389,32
6904,1389,225
6905,1389,132
6906,1389,111
6907,1390,152
6908,1390,119
6909,1390,213
6910,1390,80
6911,1390,83
6912,1390,126
6913,1391,156
6914,1391,119
6915,1391,237
6916,1391,213
6917,1391,111
6918,1391,81
6919,1391,140
6920,1392,150
6921,1392,176
6922,1392,111
6923,1392,127
6924,1392,119
6925,1393,97
6926,1393,160
6927,1393,182
6928,1393,240
6929,1393,89
6930,1394,156
6931,1394,243
6932,1394,131
6933,1394,132
6934,1394,194
6935,1394,207
6936,1394,208
6937,1394,209
6938,1394,75
6939,1394,82
6940,1394,32
6941,1394,225
6942,1395,158
6943,1395,160
6944,1395,175
6945,1395,75
6946,1395,82
6947,1395,209
6948,1395,225
6949,1396,79
6950,1396,119
6951,1396,152
6952,1396,213
6953,1396,246
6954,1396,90
6955,1397,157
6956,1397,49
6957,1397,200
6958,1397,97
6959,1397,144
6960,1397,75
6961,1397,90
6962,1398,207
6963,1398,208
6964,1398,209
6965,1398,223
6966,1398,82
6967,1398,213
6968,1399,165
6969,1399,176
6970,1399,131
6971,1399,75
6972,1399,82
6973,1399,84
6974,1399,215
6975,1399,247
6976,1399,209
6977,1399,225
6978,1400,192
6979,1400,158
6980,1400,160
6981,1400,79
6982,1400,90
6983,1401,241
6984,1401,229
6985,1401,82
6986,1401,150
6987,1402,198
6988,1402,207
6989,1402,209
6990,1402,187
6991,1402,82
6992,1403,155
6993,1403,181
6994,1403,145
6995,1403,81
6996,1404,149
6997,1404,150
6998,1404,165
6999,1404,176
7000,1404,51
7001,1404,52
7002,1404,119
7003,1404,120
7004,1404,213
7005,1404,126
7006,1405,192
7007,1405,172
7008,1405,176
7009,1405,103
7010,1405,220
7011,1405,77
7012,1405,247
7013,1406,241
7014,1406,206
7015,1406,222
7016,1406,89
7017,1407,49
7018,1407,158
7019,1407,160
7020,1407,140
7021,1408,190
7022,1408,82
7023,1409,198
7024,1409,209
7025,1409,132
7026,1409,181
7027,1409,187
7028,1409,82
7029,1410,152
7030,1410,119
7031,1410,75
7032,1410,82
7033,1410,192
7034,1410,97
7035,1410,126
7036,1410,90
7037,1411,132
7038,1411,77
7039,1411,213
7040,1411,225
7041,1412,219
7042,1412,202
7043,1412,249
7044,1412,119
7045,1412,246
7046,1412,47
7047,1412,144
7048,1412,223
7049,1412,111
7050,1412,126
7051,1413,150
7052,1413,158
7053,1413,160
7054,1413,51
7055,1413,52
7056,1413,119
7057,1413,89
7058,1414,195
7059,1414,203
7060,1414,147
7061,1414,148
7062,1414,150
7063,1414,126
7064,1414,132
7065,1414,211
7066,1414,210
7067,1414,103
7068,1414,220
7069,1414,140
7070,1415,195
7071,1415,158
7072,1415,160
7073,1415,249
7074,1415,49
7075,1416,132
7076,1416,206
7077,1416,147
7078,1416,148
7079,1416,241
7080,1416,222
7081,1416,75
7082,1416,82
7083,1417,131
7084,1417,132
7085,1417,243
7086,1417,217
7087,1417,244
7088,1417,15
7089,1417,222
7090,1418,139
7091,1418,152
7092,1418,201
7093,1418,119
7094,1418,213
7095,1418,75
7096,1418,83
7097,1419,152
7098,1419,184
7099,1419,126
7100,1419,132
7101,1419,144
7102,1419,79
7103,1420,158
7104,1420,119
7105,1420,49
7106,1420,53
7107,1420,51
7108,1420,69
7109,1420,221
7110,1420,117
7111,1421,129
7112,1421,192
7113,1421,201
7114,1421,132
7115,1421,75
7116,1421,79
7117,1421,82
7118,1421,83
7119,1421,117
7120,1422,30
7121,1422,233
7122,1422,201
7123,1422,208
7124,1422,119
7125,1422,213
7126,1422,144
7127,1422,113
7128,1422,75
7129,1422,82
7130,1423,158
7131,1423,160
7132,1423,171
7133,1423,53
7134,1423,120
7135,1423,223
7136,1423,75
7137,1423,82
7138,1424,217
7139,1424,152
7140,1424,183
7141,1424,184
7142,1424,117
7143,1424,223
7144,1425,193
7145,1425,152
7146,1425,82
7147,1425,84
7148,1425,215
7149,1425,221
7150,1425,210
7151,1425,126
7152,1426,97
7153,1426,158
7154,1426,160
7155,1426,195
7156,1426,75
7157,1426,78
7158,1426,82
7159,1427,158
7160,1427,160
7161,1427,97
7162,1427,49
7163,1427,221
7164,1427,78
7165,1428,190
7166,1428,195
7167,1428,119
7168,1428,30
7169,1428,222
7170,1428,144
7171,1428,210
7172,1428,150
7173,1429,191
7174,1429,207
7175,1429,208
7176,1429,32
7177,1429,225
7178,1429,222
7179,1429,30
7180,1429,148
7181,1429,132
7182,1430,217
7183,1430,82
7184,1430,226
7185,1431,193
7186,1431,198
7187,1431,206
7188,1431,82
7189,1431,84
7190,1431,215
7191,1431,152
7192,1431,126
7193,1431,119
7194,1432,158
7195,1432,160
7196,1432,171
7197,1432,175
7198,1432,210
7199,1432,140
7200,1432,97
7201,1432,222
7202,1433,138
7203,1433,119
7204,1433,213
7205,1433,222
7206,1434,132
7207,1434,227
7208,1434,222
7209,1434,223
7210,1435,158
7211,1435,160
7212,1435,150
7213,1435,210
7214,1435,49
7215,1436,235
7216,1436,111
7217,1436,126
7218,1436,119
7219,1436,213
7220,1436,210
7221,1437,132
7222,1437,223
7223,1437,140
7224,1437,213
7225,1438,119
7226,1438,138
7227,1438,213
7228,1438,111
7229,1438,221
7230,1439,152
7231,1439,184
7232,1439,247
7233,1439,119
7234,1439,213
7235,1439,132
7236,1440,152
7237,1440,183
7238,1440,184
7239,1440,201
7240,1440,139
7241,1440,119
7242,1441,126
7243,1441,193
7244,1441,119
7245,1441,103
7246,1441,84
7247,1441,215
7248,1442,161
7249,1442,172
7250,1442,186
7251,1442,237
7252,1442,189
7253,1442,82
7254,1443,191
7255,1443,209
7256,1443,249
7257,1443,233
7258,1443,82
7259,1444,198
7260,1444,206
7261,1444,209
7262,1444,216
7263,1444,148
7264,1444,150
7265,1444,82
7266,1445,209
7267,1445,119
7268,1445,34
7269,1445,222
7270,1445,213
7271,1445,132
7272,1446,119
7273,1446,132
7274,1446,215
7275,1446,193
7276,1446,209
7277,1446,213
7278,1447,198
7279,1447,209
7280,1447,235
7281,1447,49
7282,1448,165
7283,1448,223
7284,1448,205
7285,1449,158
7286,1449,160
7287,1449,171
7288,1449,132
7289,1449,119
7290,1449,213
7291,1450,193
7292,1450,158
7293,1450,82
7294,1450,83
7295,1450,84
7296,1450,215
7297,1450,97
7298,1450,247
7299,1451,235
7300,1451,182
7301,1451,69
7302,1451,221
7303,1451,242
7304,1452,150
7305,1452,119
7306,1452,120
7307,1452,81
7308,1453,192
7309,1453,203
7310,1453,217
7311,1453,75
7312,1453,77
7313,1454,119
7314,1454,90
7315,1454,152
7316,1454,184
7317,1455,126
7318,1455,129
7319,1455,119
7320,1455,111
7321,1456,172
7322,1456,77
7323,1456,119
7324,1456,192
7325,1456,237
7326,1457,198
7327,1457,207
7328,1457,97
7329,1457,187
7330,1458,21
7331,1458,240
7332,1458,218
7333,1458,11
7334,1458,132
7335,1459,160
7336,1459,182
7337,1459,119
7338,1459,113
7339,1459,187
7340,1459,209
7341,1459,75
7342,1459,81
7343,1459,11
7344,1459,15
7345,1460,158
7346,1460,160
7347,1460,49
7348,1460,52
7349,1460,53
7350,1460,13
7351,1460,15
7352,1461,132
7353,1461,13
7354,1461,15
7355,1461,111
7356,1461,223
7357,1462,240
7358,1462,158
7359,1462,218
7360,1462,13
7361,1462,14
7362,1462,50
7363,1463,168
7364,1463,176
7365,1463,247
7366,1463,111
7367,1463,221
7368,1463,119
7369,1464,176
7370,1464,111
7371,1464,104
7372,1464,246
7373,1464,220
7374,1464,140
7375,1465,120
7376,1465,202
7377,1465,203
7378,1465,243
7379,1465,47
7380,1465,187
7381,1465,81
7382,1466,203
7383,1466,237
7384,1466,82
7385,1466,247
7386,1467,127
7387,1467,140
7388,1467,210
7389,1467,203
7390,1468,152
7391,1468,119
7392,1468,229
7393,1468,213
7394,1468,75
7395,1468,82
7396,1469,203
7397,1469,49
7398,1469,52
7399,1469,119
7400,1469,213
7401,1469,111
7402,1470,152
7403,1470,119
