"ENST_Id","ENST_Entscheidung","ENST_Stichwort"
11197,2230,158
11198,2230,210
11199,2231,75
11200,2231,82
11201,2231,47
11202,2231,226
11203,2231,244
11204,2231,14
11205,2232,52
11206,2232,128
11207,2232,152
11208,2232,91
11209,2232,150
11210,2232,210
11211,2232,96
11212,2233,209
11213,2233,150
11214,2233,75
11215,2233,82
11216,2233,32
11217,2233,225
11218,2234,213
11219,2234,81
11220,2234,237
11221,2234,132
11222,2234,225
11223,2235,174
11224,2235,238
11225,2235,77
11226,2235,221
11227,2236,127
11228,2236,140
11229,2236,151
11230,2236,223
11231,2237,226
11232,2237,52
11233,2237,152
11234,2237,111
11235,2237,70
11236,2237,221
11237,2238,132
11238,2238,201
11239,2238,152
11240,2238,119
11241,2238,83
11242,2239,132
11243,2239,133
11244,2239,233
11245,2239,82
11246,2239,84
11247,2239,215
11248,2239,191
11249,2239,206
11250,2239,208
11251,2240,132
11252,2240,206
11253,2240,208
11254,2240,237
11255,2241,213
11256,2241,132
11257,2241,111
11258,2241,84
11259,2241,215
11260,2242,152
11261,2242,119
11262,2242,213
11263,2242,90
11264,2243,79
11265,2243,152
11266,2243,111
11267,2243,119
11268,2243,229
11269,2243,235
11270,2243,132
11271,2244,247
11272,2244,184
11273,2244,111
11274,2244,235
11275,2244,132
11276,2245,119
11277,2245,132
11278,2245,150
11279,2245,193
11280,2245,209
11281,2245,111
11282,2245,82
11283,2245,83
11284,2245,84
11285,2245,215
11286,2246,75
11287,2246,79
11288,2246,82
11289,2246,152
11290,2246,132
11291,2246,119
11292,2246,96
11293,2246,97
11294,2247,156
11295,2247,163
11296,2247,47
11297,2247,202
11298,2247,203
11299,2247,121
11300,2248,158
11301,2248,160
11302,2248,111
11303,2248,132
11304,2248,119
11305,2249,127
11306,2249,132
11307,2249,149
11308,2249,111
11309,2249,140
11310,2250,202
11311,2250,147
11312,2250,153
11313,2250,150
11314,2250,237
11315,2250,111
11316,2251,111
11317,2251,237
11318,2251,172
11319,2251,202
11320,2252,153
11321,2252,237
11322,2252,90
11323,2252,119
11324,2252,111
11325,2253,133
11326,2253,202
11327,2253,203
11328,2254,132
11329,2254,133
11330,2254,237
11331,2254,249
11332,2254,243
11333,2255,49
11334,2255,158
11335,2255,160
11336,2256,52
11337,2256,247
11338,2256,103
11339,2257,80
11340,2257,119
11341,2257,152
11342,2258,84
11343,2258,215
11344,2258,247
11345,2258,97
11346,2258,158
11347,2259,75
11348,2259,215
11349,2259,97
11350,2260,82
11351,2260,209
11352,2260,150
11353,2260,206
11354,2260,238
11355,2261,209
11356,2261,158
11357,2261,49
11358,2261,82
11359,2262,150
11360,2262,191
11361,2262,247
11362,2262,82
11363,2263,205
11364,2263,170
11365,2263,171
11366,2263,82
11367,2264,132
11368,2264,172
11369,2264,82
11370,2264,223
11371,2265,223
11372,2265,141
11373,2265,82
11374,2265,247
11375,2266,161
11376,2266,82
11377,2266,149
11378,2267,132
11379,2267,237
11380,2267,238
11381,2267,161
11382,2267,90
11383,2268,126
11384,2268,129
11385,2268,141
11386,2269,182
11387,2269,183
11388,2269,138
11389,2269,82
11390,2269,13
11391,2270,186
11392,2270,237
11393,2270,82
11394,2270,138
11395,2271,194
11396,2271,202
11397,2271,208
11398,2271,82
11399,2271,156
11400,2272,237
11401,2272,150
11402,2272,82
11403,2273,97
11404,2273,49
11405,2273,51
11406,2273,141
11407,2273,132
11408,2273,158
11409,2273,160
11410,2273,165
11411,2273,171
11412,2273,172
11413,2274,132
11414,2274,133
11415,2274,119
11416,2274,249
11417,2275,174
11418,2275,119
11419,2275,237
11420,2276,45
11421,2276,79
11422,2276,80
11423,2276,152
11424,2276,119
11425,2276,213
11426,2277,129
11427,2277,79
11428,2277,215
11429,2277,226
11430,2277,119
11431,2277,111
11432,2277,174
11433,2278,217
11434,2278,32
11435,2278,225
11436,2278,202
11437,2278,209
11438,2279,201
11439,2279,154
11440,2279,182
11441,2279,183
11442,2280,51
11443,2280,52
11444,2280,223
11445,2281,158
11446,2281,160
11447,2281,150
11448,2281,233
11449,2281,52
11450,2282,49
11451,2282,198
11452,2282,235
11453,2282,151
11454,2282,79
11455,2282,247
11456,2283,52
11457,2283,13
11458,2283,14
11459,2283,15
11460,2283,229
11461,2283,158
11462,2283,160
11463,2284,132
11464,2284,119
11465,2284,213
11466,2284,144
11467,2284,13
11468,2284,15
11469,2285,198
11470,2285,207
11471,2285,181
11472,2285,187
11473,2285,97
11474,2285,240
11475,2285,13
11476,2285,15
11477,2286,22
11478,2286,240
11479,2286,11
11480,2286,13
11481,2286,158
11482,2287,51
11483,2287,52
11484,2287,13
11485,2287,15
11486,2287,158
11487,2288,182
11488,2288,223
11489,2288,13
11490,2288,15
11491,2289,97
11492,2289,150
11493,2289,89
11494,2289,247
11495,2290,242
11496,2290,235
11497,2290,150
11498,2290,82
11499,2290,89
11500,2291,181
11501,2291,187
11502,2291,82
11503,2291,89
11504,2291,194
11505,2291,208
11506,2291,119
11507,2292,194
11508,2292,208
11509,2292,153
11510,2292,156
11511,2293,194
11512,2293,208
11513,2293,156
11514,2293,187
11515,2294,50
11516,2294,51
11517,2295,119
11518,2295,152
11519,2295,84
11520,2295,247
11521,2296,104
11522,2296,119
11523,2296,79
11524,2296,152
11525,2297,192
11526,2297,77
11527,2297,158
11528,2297,97
11529,2298,145
11530,2298,158
11531,2298,79
11532,2298,82
11533,2299,82
11534,2299,208
11535,2299,187
11536,2299,97
11537,2299,100
11538,2300,251
11539,2301,251
11540,2302,251
11541,2303,251
11542,2304,251
11543,2305,251
11544,2306,251
11545,2307,251
11546,2308,251
11547,2309,251
11548,2310,251
11549,2311,251
11550,2312,251
11551,2313,251
11552,2314,251
11553,2315,251
11554,2316,251
11555,2317,251
11556,2318,251
11557,2319,251
11558,2320,251
11559,2321,251
11560,2322,251
11561,2323,251
11562,2324,251
11563,2325,251
11564,2326,251
11565,2327,251
11566,2328,251
11567,2329,251
11568,2330,251
11569,2332,251
11570,2333,251
11571,2334,251
11572,2335,251
11573,2336,251
11574,2337,251
11575,2338,252
11576,2339,252
11577,2340,252
11578,2341,252
11579,2342,252
11580,2343,252
11581,2344,252
11582,2345,252
11583,2346,252
11584,2347,252
11585,2348,252
11586,2349,252
11587,2350,252
11588,2351,252
11589,2352,252
11590,2353,252
11591,2354,252
11592,2355,252
11593,2356,252
11594,2357,252
11595,2358,252
11596,2359,252
11597,2360,253
11598,2361,253
11599,2362,253
11600,2363,253
11601,2364,253
11602,2365,253
11603,2366,253
11604,2367,253
11605,2368,253
11606,2369,253
11607,2370,253
11608,2371,253
11609,2372,253
11610,2373,253
11611,2374,253
11612,2375,253
11613,2376,253
11614,2377,253
11615,2378,253
11616,2379,253
11617,2380,253
11618,2381,253
11619,2382,253
11626,2389,255
11627,2388,255
11628,2387,255
11629,2386,255
11630,2385,255
11631,2384,255
11632,2383,255
11633,2390,255
11634,2391,255
11635,2392,255
11636,2393,255
11637,2394,255
11638,2395,255
11639,2396,255
11640,2397,255
11641,2398,255
11642,2399,255
11643,2400,255
11644,2401,255
11645,2402,255
11646,2403,255
11647,2404,255
11648,2405,255
11649,2406,255
11650,2407,255
11651,2408,255
11652,2409,255
11653,2410,255
11654,2411,255
11655,2412,255
11656,2413,255
11657,2414,255
11658,2415,255
11659,2416,255
11660,2417,255
11661,2418,255
11662,2419,255
11663,2420,255
11664,2422,255
11665,2423,255
11666,2424,255
11667,2425,255
11668,2426,255
11669,2427,255
11670,2428,255
11671,2429,255
11672,2430,255
11673,2431,255
11674,2432,255
11675,2433,255
11676,2434,257
11677,2435,257
11678,2436,257
11679,2437,257
11680,2438,257
11681,2439,257
11682,2440,257
11683,2441,257
11684,2442,257
11685,2443,257
11686,2444,257
11687,2445,257
11688,2446,257
11689,2447,257
11690,2448,257
11691,2449,257
11692,2450,257
11693,2451,257
11694,2452,257
11695,2453,257
11696,2454,257
11697,2455,257
11698,2455,257
11699,2456,257
11700,2457,257
11701,2458,257
11702,2459,257
11703,2460,257
11704,2461,257
11705,2462,257
11706,2463,257
11707,2464,257
11708,2466,257
11709,2467,257
11710,2468,257
11711,2469,257
11712,2470,257
11713,2471,257
11714,2472,258
11715,2473,258
11716,2474,258
11717,2475,258
11718,2476,258
11719,2477,258
11720,2478,258
11721,2479,258
11722,2480,258
11723,2481,258
11724,2482,258
11725,2483,258
11726,2484,258
11727,2485,258
11728,2486,258
11729,2487,258
11730,2488,258
11731,2489,258
11732,2490,258
11733,2491,258
11734,2492,258
11735,2493,259
11736,2494,259
11737,2495,259
11738,2496,259
11739,2497,259
11740,2498,259
11741,2499,259
11742,2500,259
11743,2501,259
11744,2502,259
11745,2503,259
11746,2504,259
11747,2505,259
11748,2506,259
11749,2507,259
11750,2508,259
11751,2509,259
11752,2510,259
11753,2511,259
11754,2512,259
11755,2513,259
11756,2514,259
11757,2515,259
11758,2516,259
11759,2517,259
11760,2518,260
11761,2519,260
11762,2520,260
11763,2521,260
11764,2522,260
11765,2523,260
11766,2524,260
11767,2525,260
11768,2526,260
11769,2527,260
11770,2528,260
11771,2529,260
11772,2530,260
11773,2531,260
11774,2532,260
11775,2533,260
11776,2534,260
11777,2535,260
11778,2536,260
11779,2537,260
11780,2538,260
11781,2539,260
11782,2540,260
11783,2541,260
11784,2542,260
11785,2543,260
11786,2544,260
11787,2545,260
11788,2546,260
11789,2547,260
11790,2548,261
11791,2549,261
11792,2550,261
11793,2551,261
11794,2552,261
11795,2553,261
11796,2554,261
11797,2555,261
11798,2556,261
11799,2557,261
11800,2558,261
11801,2559,262
11802,2560,262
11803,2561,262
11804,2562,262
11805,2563,262
11806,2564,262
11807,2565,262
11808,2566,262
11809,2567,262
11810,2568,262
11811,2569,262
11812,2570,262
11813,2571,262
11814,2572,262
11815,2573,262
11816,2574,262
11817,2575,262
11818,2576,262
11819,2577,262
11820,2578,262
11821,2579,262
11822,2580,262
11823,2581,262
11824,2582,262
11825,2583,262
11826,2584,262
11827,2585,262
11828,2586,262
11829,2587,262
11830,2588,262
11831,2589,262
11832,2590,262
11833,2591,262
11834,2592,262
11835,2593,262
11836,2594,262
11837,2595,262
11838,2597,262
11839,2596,262
11840,2598,262
11841,2599,262
11842,2600,262
11843,2601,262
11844,2602,262
11845,2603,262
11846,2604,262
11847,2605,262
11848,2606,262
11849,2607,262
11850,2608,262
11851,2609,262
11852,2610,262
11853,2611,262
11854,2612,262
11855,2613,262
11856,2614,262
11857,2615,262
11858,2616,262
11859,2617,262
11860,2618,262
11861,2619,262
11862,2620,262
11863,2621,262
11864,2622,262
11865,2623,262
11866,2624,262
11867,2625,262
11868,2626,262
11869,2627,262
11870,2628,262
11871,2629,262
11872,2630,262
11873,2631,262
11874,2632,262
11875,2633,262
11876,2634,262
11877,2635,262
11878,2636,262
11879,2637,262
11880,2638,263
11881,2639,263
11882,2640,263
11883,2641,263
11884,2642,263
11885,2643,263
11886,2644,263
11887,2645,263
11888,2646,263
11889,2647,263
11890,2648,263
11891,2649,263
11892,2650,263
11893,2651,263
11894,2652,263
11895,2653,263
11896,2654,263
11897,2655,263
11898,2656,263
11899,2657,263
11900,2658,263
11901,2659,263
11902,2660,263
11903,2661,263
11904,2662,263
11905,2663,263
11906,2664,263
11907,2665,263
11908,2666,263
11909,2667,264
11910,2668,264
11911,2669,264
11912,2670,264
11913,2671,264
11914,2672,264
11915,2673,264
11916,2674,264
11917,2675,264
11918,2676,264
11919,2677,264
11920,2678,264
11921,2679,264
11922,2680,264
11923,2681,264
11924,2682,264
11925,2683,264
11926,2684,264
11927,2685,264
11928,2686,264
11929,2687,264
11930,2688,264
11931,2689,264
11932,2690,264
11933,2691,264
11934,2692,264
11935,2693,264
11936,2694,264
11937,2695,264
11938,2696,264
11939,2697,265
11940,2698,265
11941,2699,265
11942,2700,265
11943,2701,265
11944,2702,265
11945,2703,265
11946,2704,265
11947,2705,265
11948,2706,265
11949,2707,265
11950,2708,265
11951,2709,265
11952,2710,265
11953,2711,265
11954,2712,265
11955,2713,265
11956,2714,265
11957,2715,266
11958,2716,266
11959,2717,266
11960,2718,266
11961,2719,266
11962,2720,266
11963,2721,266
11964,2722,266
11965,2723,266
11966,2724,266
11967,2725,266
11968,2727,266
11969,2728,266
11970,2729,266
11971,2730,266
11972,2731,266
11973,2732,266
11974,2733,266
11975,2734,266
11976,2735,266
11977,2736,266
11978,2737,266
11979,2738,266
11980,2739,266
11981,2740,267
11982,2741,267
11983,2742,267
11984,2743,267
11985,2744,267
11986,2745,267
11987,2746,267
11988,2747,267
11989,2748,267
11990,2749,267
11991,2750,267
11992,2751,267
11993,2752,267
11994,2753,267
11995,2754,267
11996,2755,267
11997,2756,267
11998,2758,268
11999,2759,268
12000,2760,268
12001,2761,268
12002,2762,268
12003,2763,268
12004,2764,268
12005,2765,268
12006,2766,268
12007,2767,268
12008,2768,268
12009,2769,268
12010,2770,268
12011,2771,268
12012,2772,268
12013,2773,268
12014,2774,268
12015,2775,268
12016,2776,268
12017,2777,268
12018,2778,268
12019,2779,268
12020,2780,269
12021,2781,269
12022,2782,269
12023,2783,269
12024,2784,269
12025,2785,269
12026,2786,269
12027,2787,269
12028,2788,269
12029,2789,269
12030,2790,269
12031,2791,269
12032,2792,270
12033,2793,270
12034,2794,270
12035,2795,271
12036,2796,271
12037,2797,271
12038,2798,271
12039,2799,271
12040,2800,271
12041,2801,271
12042,2802,271
12043,2803,271
12044,2804,271
12045,2805,271
12046,2806,271
12047,2807,271
12048,2808,271
12049,2809,271
12050,2810,271
12051,2811,272
12052,2812,272
12053,2813,272
12054,2814,272
12055,2815,272
12056,2816,272
12057,2817,272
12058,2818,272
12059,2819,272
12060,2820,272
12061,2821,272
12062,2822,272
12063,2823,272
12064,2824,272
12065,2825,272
12066,2826,272
12067,2827,272
12068,2828,273
12069,2829,273
12070,2830,273
12071,2831,273
12072,2832,273
12073,2833,273
12074,2834,273
12075,2835,273
12076,2836,273
12077,2837,273
12078,2838,273
12079,2839,274
12080,2840,274
12081,2841,274
12082,2842,274
12083,2843,274
12084,2844,274
12085,2845,274
12086,2846,274
12087,2847,274
12088,2848,274
12089,2849,274
12090,2850,274
12091,2851,274
12092,2852,274
12093,2853,274
12094,2854,274
12095,2855,274
12096,2856,274
12097,2857,274
12098,2858,274
12099,2859,274
12100,2860,274
12101,2861,274
12102,2862,274
12103,2863,275
12104,2864,275
12105,2865,275
12106,2866,275
12107,2867,275
12108,2868,275
12109,2869,275
12110,2870,275
12111,2871,275
12112,2872,275
12113,2873,275
12114,2874,275
12115,2875,275
12116,2876,275
12117,2877,275
12118,2878,275
12119,2879,275
12120,2880,275
12121,2881,275
12122,2882,275
12123,2883,275
12124,2884,275
12128,2885,276
12129,2886,276
12130,2887,276
12131,2888,276
12132,2889,276
12133,2890,276
12134,2891,276
12135,2892,276
12136,2893,276
12137,2894,276
12138,2895,276
12139,2896,276
12140,2897,276
12141,2898,276
12142,2899,276
12143,2900,276
12144,2901,276
12145,2902,276
12146,2903,276
12147,2904,276
12148,2905,276
12149,2906,276
12150,2907,276
12151,2908,276
12152,2909,277
12153,2910,277
12154,2911,277
12155,2912,277
12156,2913,277
12157,2914,277
12158,2915,277
12159,2916,277
12160,2917,277
12161,2918,277
12162,2919,277
12163,2920,277
12164,2921,277
12165,2922,277
12166,2924,277
12167,2925,277
12168,2926,277
12169,2927,277
12170,2928,277
12171,2929,277
12172,2930,277
12173,2931,277
12174,2932,277
12175,2934,277
12176,2935,277
12177,2939,221
12178,2940,79
12179,2940,140
12180,2941,127
12181,2942,128
12182,2943,182
12183,2944,182
12184,2944,226
12185,2945,152
12186,2946,152
12187,2946,221
12188,2947,133
12189,2948,127
12190,2948,221
12191,2949,99
12192,2950,126
12193,2950,158
12194,2951,158
12195,2952,158
12196,2953,103
12197,2954,103
12198,2955,182
12199,2956,144
12200,2957,127
12201,2958,127
12202,2958,158
12203,2959,103
12204,2960,82
12205,2961,82
12206,2962,144
12207,2962,51
12208,2963,174
12209,2963,182
12210,2964,174
12211,2965,174
12212,2966,80
12213,2966,152
12214,2967,148
12215,2967,153
12216,2968,153
12217,2969,13
12218,2970,132
12219,2970,11
12220,2971,132
12221,2971,184
12222,2972,132
12223,2973,223
12224,2973,126
12225,2974,127
12226,2975,127
12227,2976,127
12228,2976,140
12229,2977,127
12230,2977,159
12231,2978,247
12232,2978,127
12233,2978,161
12234,2979,103
12235,2980,210
12236,2980,49
12237,2981,97
12238,2981,99
12239,2982,97
12240,2982,216
12241,2983,168
12242,2983,227
12243,2984,99
12244,2985,144
12245,2986,144
12246,2987,119
12247,2987,162
12248,2988,159
12249,2988,111
12250,2989,119
12251,2989,79
12252,2990,111
12253,2991,127
12254,2992,127
12255,2993,127
12256,2994,103
12257,2995,103
12258,2996,103
12259,2997,103
12260,2998,237
12261,2998,97
12262,2999,247
12263,3000,51
12264,3001,144
12265,3002,144
12266,3003,127
12267,3004,111
12268,3005,237
12269,3005,186
12270,3006,152
12271,3007,80
12272,3008,223
12273,3009,127
12274,3010,182
12275,3011,127
12276,3012,127
12277,3012,247
12278,3013,158
12279,3013,161
12280,3014,97
12281,3016,97
12282,3016,158
12283,3017,97
12284,3017,103
12285,3018,103
12286,3018,158
12287,3019,140
12288,3020,141
12289,3021,184
12290,3022,168
12291,3022,127
12292,3023,127
12293,3024,97
12294,3024,168
12295,3025,127
12296,3026,49
12297,3026,97
12298,3027,97
12299,3028,228
12300,3029,49
12301,3030,132
12302,3031,132
12303,3031,111
12304,3032,127
12305,3033,127
12306,3034,127
12307,3035,127
12308,3036,127
12309,3037,127
12310,3038,158
12311,3039,103
12312,3040,153
12313,3040,203
12314,3041,103
12315,3042,127
12316,3043,127
12317,3044,127
12318,3045,158
12319,3046,235
12320,3047,103
12321,3048,140
12322,3048,91
12323,3049,97
12324,3051,152
12325,3051,79
12326,3051,80
12327,3052,213
12328,3052,119
12329,3052,153
12330,3052,237
12331,3052,226
12332,3053,160
12333,3053,182
12334,3053,103
12335,3053,213
12336,3053,140
12337,3054,158
12338,3054,160
12339,3054,82
12340,3054,247
12341,3054,97
12342,3055,149
12343,3055,119
12344,3055,120
12345,3055,211
12346,3055,246
12347,3056,206
12348,3056,82
12349,3056,247
12350,3057,193
12351,3057,206
12352,3057,84
12353,3057,119
12354,3057,140
12355,3057,158
12356,3057,160
12357,3058,119
12358,3058,158
12359,3058,160
12360,3058,129
12361,3058,103
12362,3058,105
12363,3058,210
12364,3058,140
12365,3059,158
12366,3059,160
12367,3059,161
12368,3059,51
12369,3059,223
12370,3059,225
12371,3060,192
12372,3060,158
12373,3060,160
12374,3060,52
12375,3060,77
12376,3060,253
12377,3060,97
12378,3061,174
12379,3061,186
12380,3061,237
12381,3061,117
12382,3062,97
12383,3062,158
12384,3062,54
12385,3063,79
12386,3063,87
12387,3063,158
12388,3063,97
12389,3064,165
12390,3064,186
12391,3064,237
12392,3065,140
12393,3065,97
12394,3066,97
12395,3066,158
12396,3067,208
12397,3067,242
12398,3067,247
12399,3068,97
12400,3068,77
12401,3068,176
12402,3068,192
12403,3068,205
12404,3068,235
12405,3069,156
12406,3069,187
12407,3069,208
12408,3070,84
12409,3070,215
12410,3070,52
12411,3070,158
12412,3070,95
12413,3070,97
12414,3071,158
12415,3071,76
12416,3071,215
12417,3071,140
12418,3071,203
12419,3072,47
12420,3072,226
12421,3072,163
12422,3072,164
12423,3072,176
12424,3072,203
12425,3072,75
12426,3072,82
12427,3073,84
12428,3073,215
12429,3073,239
12430,3074,97
12431,3074,77
12432,3074,79
12433,3074,192
12434,3075,149
12435,3075,158
12436,3075,160
12437,3075,140
12438,3075,223
12439,3076,192
12440,3076,79
12441,3076,82
12442,3077,132
12443,3077,202
12444,3077,148
12445,3077,227
12446,3078,231
12447,3078,169
12448,3078,97
12449,3078,100
12450,3078,52
12451,3078,237
12452,3079,222
12453,3079,144
12454,3079,132
12455,3079,77
12456,3079,82
12457,3079,191
12458,3079,209
12459,3080,47
12460,3080,144
12461,3080,77
12462,3080,82
12463,3080,83
12464,3080,158
12465,3081,132
12466,3081,133
12467,3081,87
12468,3081,202
12469,3082,233
12470,3082,191
12471,3082,132
12472,3082,82
12473,3083,209
12474,3083,82
12475,3083,132
12476,3083,239
12477,3084,241
12478,3084,198
12479,3084,206
12480,3084,187
12481,3084,82
12482,3085,155
12483,3085,226
12484,3086,175
12485,3086,237
12486,3086,144
12487,3087,11
12488,3087,132
12489,3088,119
12490,3088,213
12491,3088,203
12492,3088,163
12493,3088,164
12494,3088,182
12495,3088,77
12496,3089,119
12497,3089,103
12498,3089,127
12499,3089,132
12500,3089,247
12501,3089,217
12502,3090,158
12503,3090,104
12504,3090,77
12505,3091,140
12506,3091,77
12507,3091,119
12508,3091,83
12509,3092,132
12510,3092,82
12511,3092,84
12512,3092,215
12513,3092,119
12514,3092,193
12515,3092,209
12516,3093,167
12517,3093,119
12518,3093,144
12519,3093,235
12520,3094,168
12521,3094,184
12522,3094,49
12523,3094,52
12524,3094,107
12525,3095,222
12526,3095,147
12527,3095,150
12528,3095,119
12529,3095,77
12530,3095,235
12531,3095,141
12532,3095,145
12533,3096,217
12534,3096,82
12535,3096,111
12536,3096,127
12537,3096,150
12538,3097,119
12539,3097,120
12540,3097,122
12541,3097,136
12542,3097,79
12543,3097,51
12544,3098,156
12545,3098,187
12546,3098,208
12547,3098,82
12548,3099,51
12549,3099,210
12550,3099,158
12551,3099,127
12552,3099,149
12553,3100,174
12554,3100,82
12555,3100,84
12556,3100,215
12557,3100,119
12558,3100,213
12559,3101,150
12560,3101,247
12561,3101,201
12562,3101,209
12563,3101,233
12564,3102,201
12565,3102,209
12566,3102,83
12567,3102,247
12568,3103,196
12569,3103,198
12570,3103,209
12571,3103,82
12572,3103,225
12573,3103,120
12574,3103,122
12575,3104,97
12576,3104,122
12577,3104,82
12578,3104,83
12579,3105,97
12580,3105,100
12581,3105,119
12582,3105,140
12583,3105,127
12584,3105,213
12585,3106,183
12586,3106,184
12587,3106,13
12588,3106,15
12589,3106,215
12590,3106,239
12591,3107,172
12592,3107,186
12593,3107,65
12594,3107,238
12595,3107,225
12596,3108,81
12597,3108,82
12598,3108,85
12599,3108,202
12600,3108,203
12601,3109,162
12602,3109,163
12603,3109,174
12604,3109,205
12605,3109,233
12606,3109,150
12607,3110,82
12608,3110,140
12609,3110,176
12610,3111,152
12611,3111,182
12612,3111,183
12613,3111,119
12614,3111,82
12615,3111,90
12616,3111,210
12617,3111,13
12618,3111,15
12619,3112,129
12620,3112,194
12621,3112,207
12622,3112,208
12623,3112,187
12624,3112,150
12625,3112,65
12626,3113,194
12627,3113,208
12628,3113,209
12629,3113,149
12630,3113,150
12631,3113,187
12632,3113,65
12633,3114,194
12634,3114,208
12635,3114,209
12636,3114,235
12637,3114,221
12638,3114,242
12639,3114,65
12640,3114,187
12641,3115,181
12642,3115,187
12643,3115,194
12644,3115,207
12645,3115,208
12646,3115,209
12647,3115,12
12648,3115,14
12649,3115,13
12650,3116,192
12651,3116,202
12653,3116,65
12654,3116,156
12655,3117,119
12656,3117,152
12657,3117,221
12658,3117,95
12659,3117,96
12660,3117,221
12661,3117,83
12662,3118,202
12663,3118,203
12664,3118,150
12665,3118,219
12666,3118,210
12667,3118,111
12668,3118,214
12669,3118,97
12670,3119,200
12671,3119,202
12672,3119,209
12673,3119,237
12674,3119,225
12675,3119,47
12676,3119,226
12677,3120,237
12678,3120,225
12679,3120,141
12680,3120,145
12681,3121,226
12682,3121,60
12683,3121,237
12684,3121,202
12685,3121,203
12686,3121,242
12687,3121,119
12688,3121,213
12689,3122,119
12690,3122,213
12691,3122,152
12692,3122,183
12693,3122,225
12694,3123,97
12695,3123,172
12696,3123,186
12697,3123,237
12698,3123,251
12699,3124,230
12700,3124,237
12701,3124,203
12702,3124,150
12703,3124,120
12704,3125,82
12705,3125,211
12706,3125,210
12707,3125,103
12708,3125,246
12709,3125,158
12710,3125,184
12711,3126,75
12712,3126,82
12713,3126,87
12714,3126,158
12715,3126,119
12716,3126,140
12717,3127,126
12718,3127,129
12719,3127,140
12720,3127,210
12721,3127,158
12722,3127,160
12723,3127,246
12724,3127,97
12725,3127,84
12726,3127,215
12727,3128,158
12728,3128,82
12729,3128,83
12730,3128,84
12731,3128,215
12732,3128,158
12733,3128,193
12734,3128,206
12735,3129,75
12736,3129,79
12737,3129,82
12738,3129,87
12739,3129,119
12740,3129,213
12741,3129,95
12742,3129,97
12743,3129,242
12744,3129,152
12745,3129,235
12746,3129,206
12747,3130,119
12748,3130,193
12749,3130,152
12750,3130,75
12751,3130,82
12752,3130,90
12753,3130,215
12754,3131,153
12755,3131,119
12756,3131,217
12757,3131,97
12758,3131,75
12759,3131,82
12760,3131,85
12761,3131,90
12762,3132,193
12763,3132,75
12764,3132,82
12765,3132,215
12766,3132,140
12767,3132,119
12768,3132,213
12769,3133,97
12770,3133,252
12771,3133,49
12772,3133,150
12773,3134,97
12774,3134,100
12775,3134,152
12776,3134,82
12777,3134,90
12778,3134,247
12779,3135,81
12780,3135,156
12781,3135,144
12782,3136,148
12783,3136,150
12784,3136,119
12785,3136,198
12786,3136,199
12787,3136,225
12788,3136,133
12789,3137,65
12790,3137,202
12791,3137,208
12792,3137,209
12793,3137,181
12794,3137,187
12795,3138,192
12796,3138,202
12797,3138,132
12798,3138,133
12799,3138,148
12800,3138,162
12801,3138,238
12802,3139,206
12803,3139,96
12804,3139,225
12805,3139,76
12806,3139,82
12807,3140,11
12808,3140,13
12809,3140,15
12810,3140,200
12811,3140,205
12812,3140,148
12813,3140,174
12814,3140,132
12815,3140,119
12816,3141,226
12817,3141,82
12818,3141,84
12819,3141,215
12820,3141,152
12821,3142,155
12822,3142,156
12823,3142,189
12824,3142,202
12825,3142,203
12826,3142,13
12827,3143,75
12828,3143,78
12829,3143,158
12830,3143,160
12831,3143,49
12832,3143,97
12833,3144,202
12834,3144,203
12835,3144,119
12836,3144,155
12837,3144,156
12838,3144,226
12839,3145,79
12840,3145,80
12841,3145,82
12842,3145,90
12843,3145,152
12844,3145,226
12845,3145,201
12846,3145,206
12847,3146,225
12848,3146,238
12849,3146,82
12850,3146,131
12851,3146,132
12852,3146,148
12853,3146,209
12854,3147,181
12855,3147,187
12856,3147,194
12857,3147,208
12858,3147,209
12859,3147,198
12860,3147,82
12861,3147,156
12862,3147,227
12863,3148,119
12864,3148,243
12865,3148,244
12866,3148,235
12867,3148,131
12868,3148,189
12869,3148,202
12870,3149,244
12871,3149,249
12872,3149,243
12873,3149,81
12874,3149,219
12875,3149,189
12876,3149,202
12877,3149,203
12878,3150,225
12879,3150,132
12880,3150,75
12881,3150,77
12882,3150,244
12883,3150,202
12884,3150,148
12885,3150,163
12886,3151,166
12887,3151,169
12888,3151,205
12889,3151,119
12890,3151,213
12891,3151,124
12892,3151,223
12893,3151,150
12894,3152,223
12895,3152,155
12896,3152,174
12897,3152,82
12898,3152,138
12899,3153,132
12900,3153,160
12901,3153,175
12902,3153,124
12903,3153,223
12904,3153,49
12905,3153,51
12906,3153,228
12907,3154,142
12908,3154,82
12909,3154,199
12910,3154,235
12911,3155,135
12912,3155,75
12913,3155,237
12914,3155,172
12915,3155,180
12916,3155,223
12917,3155,221
12918,3156,82
12919,3156,147
12920,3156,216
12921,3156,192
12922,3156,209
12923,3156,217
12924,3157,129
12925,3157,75
12926,3157,77
12927,3157,79
12928,3157,82
12929,3157,119
12930,3157,223
12931,3157,132
12932,3157,178
12933,3158,203
12934,3158,49
12935,3158,95
12936,3158,97
12937,3158,226
12938,3159,202
12939,3159,243
12940,3159,13
12941,3159,244
12942,3159,222
12943,3160,155
12944,3160,156
12946,3160,180
12947,3160,75
12948,3160,86
12949,3160,189
12950,3160,119
12951,3160,213
12952,3162,49
12953,3162,52
